[0.01380202],[0.00131083],[0.03901141],[0.05573519],[0.00371646],[0.0018859],[2.7515473e-05],[0.97863921],[0.00421687],[0.02189379]
[0.0001023],[0.00596416],[0.00180537],[0.23135277],[0.28670978],[0.03519239],[0.00264114],[0.03397229],[0.01877949],[0.12526272]
[0.95990988],[6.01581233e-05],[0.0079597],[0.0038791],[0.00077408],[0.06881146],[0.00351817],[0.00858919],[0.00588151],[0.00089492]
[0.00020122],[0.04489989],[0.04869415],[0.0491721],[0.03747386],[0.07173336],[0.00905025],[0.00609313],[0.06763361],[0.03054186]
[5.42533814e-05],[0.91668882],[0.03602256],[0.01982241],[0.00055365],[0.01670242],[0.14678032],[0.00567308],[0.09229812],[0.0243721]
[0.00956982],[0.00570062],[0.01304915],[0.00013396],[0.00821226],[0.01819137],[0.98890926],[0.00010936],[0.03719813],[0.02415125]
[0.00090178],[0.00090504],[0.00252405],[0.00662375],[0.78462421],[0.08152572],[0.00226495],[0.03875117],[0.03763277],[0.05195375]
[0.00528157],[0.00316812],[0.96777042],[0.06846012],[0.00034099],[0.00124503],[0.0031609],[0.00414083],[0.03507045],[0.00105851]
[0.04657696],[0.00066117],[0.19960748],[0.93294543],[0.00081655],[0.05603904],[0.00247621],[0.00085093],[0.00813795],[0.0001424]
[0.12377361],[0.00053089],[0.25032064],[0.00012408],[0.00955953],[0.00513056],[0.9013431],[0.00349091],[0.00093495],[0.00577142]
[0.00052159],[0.93855808],[0.05204742],[0.02480079],[0.00333843],[0.00386548],[0.00428345],[0.04925552],[0.02288579],[0.00107265]
[9.83086327e-05],[0.92091654],[0.00811101],[0.03155121],[0.00174523],[0.0579877],[0.02053442],[0.01742399],[0.01377183],[0.02315452]
[0.00024929],[0.92623387],[0.03743394],[0.0161896],[0.00369777],[0.00368747],[0.01708952],[0.03747285],[0.00640501],[0.00319439]
[0.00124775],[0.02879688],[0.00330996],[0.91496339],[0.00696096],[0.07780478],[0.0043086],[0.00402544],[0.00453216],[0.00646336]
[0.00047123],[0.00195281],[6.96721663e-05],[0.00556607],[0.0313136],[0.05229038],[0.00745605],[0.00858057],[0.05711747],[0.97072247]
[0.07172617],[0.00043115],[0.00077006],[0.01225918],[0.0039293],[0.95935488],[0.00861289],[0.00259218],[0.09236635],[0.00198885]
[0.00950674],[0.00778617],[0.99297094],[0.00237521],[0.00954276],[0.00132944],[0.04711179],[0.00140053],[0.07362424],[0.00195741]
[0.0002704],[0.00314725],[1.42488332e-05],[0.0376088],[0.09037673],[0.16894603],[0.02174793],[0.00787909],[0.0062397],[0.88794326]
[0.0017805],[0.00158618],[0.00471798],[0.00607326],[0.81803815],[0.03964541],[0.00630406],[0.07660997],[0.00256561],[0.01168424]
[0.05236348],[0.00532663],[0.00107415],[0.00514971],[0.00836828],[0.29808344],[0.00040139],[0.27857605],[0.00411378],[0.00347574]
[7.13109715e-05],[0.00429071],[0.00110114],[0.01230752],[0.08457535],[0.0264662],[0.00889259],[0.03347808],[0.0103921],[0.66418855]
[0.00038604],[0.0840818],[0.03570053],[0.8302516],[0.01088011],[0.00719689],[0.00018353],[0.02625195],[0.01626077],[0.02601629]
[0.00025916],[0.00154225],[0.00075007],[0.01225498],[0.04130813],[0.00936978],[0.00120695],[0.02479662],[0.0953512],[0.90049591]
[0.91794168],[1.80258053e-05],[0.01866444],[0.00487144],[0.00343746],[0.02170362],[0.00330254],[0.01213892],[0.01203013],[0.00113546]
[0.00271284],[0.02305115],[0.01698382],[0.98146879],[0.00382821],[0.0035158],[0.00023565],[0.01087311],[0.0113191],[0.0076965]
[0.05572696],[0.01522955],[0.00243605],[0.00192424],[0.05875671],[0.57254244],[0.07947671],[8.74841644e-05],[0.10270012],[0.0004561]
[0.04365732],[0.00185487],[0.00178558],[0.01304625],[0.00966884],[0.79196524],[0.00018467],[0.27917135],[0.0381307],[0.0007128]
[0.05974433],[0.00443691],[0.00047737],[0.54735422],[0.00063069],[0.64035769],[0.00077471],[0.02485794],[0.00226685],[0.00802651]
[0.00613209],[0.00025473],[0.00084362],[0.00790267],[0.00238462],[0.04654178],[0.00051969],[0.90813575],[0.00704958],[0.18704634]
[0.07551263],[0.00047788],[0.88011062],[0.06780882],[0.00897552],[0.00105417],[0.01025162],[0.00610401],[0.00574221],[0.0001753]
[0.16587507],[7.19332539e-05],[0.88539141],[0.00163008],[0.00165092],[0.00147058],[0.006571],[0.00292239],[0.08432374],[0.00600359]
[0.00951679],[0.00176183],[0.0106869],[0.00862057],[0.0011778],[0.00297333],[0.00010257],[0.99193225],[0.00618422],[0.06475191]
[0.0010274],[0.77686838],[0.07412098],[0.01047289],[0.00686475],[0.01157586],[0.00970048],[0.03661961],[0.00655409],[0.00186426]
[0.01840957],[0.00580349],[0.8809818],[0.04557343],[0.00896696],[0.00244317],[0.00049935],[0.00708484],[0.02707457],[7.19374469e-05]
[0.00110449],[0.0067016],[0.01484039],[0.12015157],[0.00686826],[0.10355013],[0.00028996],[0.03800479],[0.88982637],[0.00298359]
[0.00351904],[0.00158287],[0.02202404],[0.00198844],[0.50002174],[0.02630913],[0.0231775],[0.01016201],[0.02521086],[0.0569144]
[0.00035632],[0.94830617],[0.02795056],[0.04035449],[0.00073557],[0.0030231],[0.02340636],[0.02657646],[0.0062327],[0.00962651]
[0.0027347],[0.00399308],[0.02662837],[0.02135111],[0.00304628],[0.0036079],[0.00011719],[0.92329557],[0.00563084],[0.10687106]
[0.02367247],[0.0118084],[0.02260787],[0.71331467],[4.5949969e-05],[0.04502945],[0.00479985],[0.04195115],[0.00050152],[0.00431541]
[0.01612586],[0.05917244],[0.02015257],[0.89562092],[0.00200407],[0.03498073],[0.00023356],[0.01081296],[0.01696587],[0.00043037]
[0.00326904],[0.00447022],[0.02575416],[0.00187164],[0.01539413],[0.0888826],[0.21591666],[0.00012322],[0.85677765],[0.00941966]
[0.00408667],[0.00144845],[0.00361338],[0.02241073],[0.00062926],[0.01577376],[0.00010848],[0.6356037],[0.20608314],[0.25812062]
[0.00540378],[0.00410509],[0.01983008],[0.19641889],[0.00280338],[0.00313023],[4.96084519e-05],[0.81306302],[0.00535068],[0.08046786]
[0.00400061],[0.00091968],[0.0125818],[0.00068687],[0.02422817],[0.00537542],[0.00327423],[0.50873986],[0.00356099],[0.65587108]
[0.0015937],[0.00262078],[0.90933834],[0.07030888],[0.01177366],[0.00074796],[0.00719927],[0.06530839],[0.00258178],[0.00290113]
[0.00129691],[0.02970552],[0.9507411],[0.00162409],[0.01518562],[0.00180955],[0.1590089],[0.00123607],[0.04014564],[0.0039087]
[0.00037022],[0.00481726],[0.00106953],[0.00027186],[0.98831621],[0.00655826],[0.05772637],[0.00799755],[0.00579114],[0.0522583]
[4.13021244e-05],[0.95859469],[0.01129114],[0.05190821],[0.0009618],[0.02763893],[0.02186371],[0.02894646],[0.01231595],[0.03177592]
[0.02794252],[0.00161681],[0.00132512],[0.03624991],[0.00476474],[0.66889322],[0.01429426],[0.00024321],[0.44933014],[0.00665755]
[0.05329943],[0.0004509],[0.05849056],[0.03776386],[0.02813924],[0.06783674],[0.00124708],[0.00230588],[0.32415018],[0.00185609]
[0.04913622],[0.00028715],[0.00798012],[0.00018206],[0.00696137],[0.00869782],[0.02045942],[0.00152663],[0.86788528],[0.44408876]
[0.00031187],[0.01360263],[0.05098796],[0.04951695],[0.24072118],[0.00270708],[0.00460957],[0.42436906],[0.00168947],[0.02268541]
[0.00080495],[0.06477484],[0.68830513],[0.04159176],[0.00131486],[0.00232016],[0.00432484],[0.14562499],[0.00329147],[0.00913767]
[0.05221331],[0.00377863],[0.00620411],[0.03150547],[0.00059727],[0.74124502],[0.23167989],[0.00236458],[0.00588341],[0.00106768]
[0.95831926],[8.73771139e-05],[0.13021007],[0.002294],[0.00081384],[0.00799564],[0.00241545],[0.00498932],[0.00751328],[0.000237]
[0.0004856],[0.04561352],[0.12213034],[0.01444739],[0.27186808],[0.00772455],[0.27192068],[0.00033633],[0.05691697],[0.02718776]
[0.00516107],[0.00068583],[0.0051359],[0.00014224],[0.97803087],[0.00287942],[0.02379895],[0.03684938],[0.01653011],[0.01830961]
[0.00153782],[0.23471463],[0.90192864],[0.00625803],[0.00294857],[0.00146508],[0.11963695],[0.00242962],[0.00692486],[0.00028689]
[0.00023785],[0.00192019],[0.00054389],[0.00681447],[0.79841317],[0.05274957],[0.00612761],[0.00376143],[0.03530763],[0.28605348]
[0.00018634],[0.80811667],[0.00436355],[0.00912937],[0.00179688],[0.23049207],[0.03712216],[0.01256164],[0.02827922],[0.03642372]
[7.86329017e-05],[0.0039628],[0.00033761],[0.00073513],[0.18093821],[0.00548545],[0.0095358],[0.02537538],[0.01457549],[0.91026279]
[0.03493065],[0.00158403],[0.00025039],[0.04906913],[0.01956487],[0.95654756],[0.00592773],[0.0021111],[0.0330584],[0.01006774]
[0.0085176],[0.00220954],[0.0299906],[0.11172195],[0.00245136],[0.00264008],[4.25559949e-05],[0.98421361],[0.00204143],[0.03906007]
[0.00149599],[0.00611274],[0.06568299],[0.42994097],[0.00670753],[0.00209217],[6.81895037e-05],[0.83627394],[0.00242846],[0.03317136]
[0.00176206],[0.16104897],[0.85795048],[0.06705204],[0.00093574],[0.00239723],[0.02002587],[0.00227312],[0.02404834],[0.0005063]
[0.00140723],[0.12722011],[0.21305578],[0.03779087],[0.00046805],[0.02932773],[0.1624839],[0.00112821],[0.30216564],[0.00373027]
[0.01472449],[0.00186958],[0.98585892],[0.00173577],[0.01040405],[0.00029864],[0.1909435],[0.00387686],[0.01280548],[0.00243784]
[0.79224574],[6.3996701e-05],[0.01016897],[0.00015544],[0.0071446],[0.02301118],[0.19901545],[0.00604568],[0.00929117],[0.00081821]
[0.02762858],[0.00231107],[0.01351249],[0.00041388],[0.00684834],[0.08895213],[0.0067446],[0.00054434],[0.92431165],[0.07059577]
[0.00845353],[0.18843037],[0.01208592],[0.22788545],[6.9312339e-05],[0.30195605],[0.00047726],[0.05084107],[0.01216199],[0.00857848]
[0.00436768],[0.00242871],[0.00562609],[0.03924931],[0.00714111],[0.00430561],[7.6358999e-05],[0.98973943],[0.00295177],[0.01020921]
[0.00076222],[0.00905311],[0.01595277],[0.01525782],[0.0021836],[0.00222192],[7.60755204e-05],[0.97954773],[0.00887214],[0.07423682]
[0.00013952],[0.03522232],[0.00123223],[0.1449216],[0.04025389],[0.11447929],[0.00392186],[0.00386883],[0.03185369],[0.24000153]
[2.89785282e-05],[0.93554866],[0.04510493],[0.08563237],[0.000626],[0.00639253],[0.04348303],[0.01048833],[0.02394469],[0.03207241]
[0.16915226],[0.00031571],[0.00111203],[0.01469339],[0.00271952],[0.1730791],[0.02479266],[0.00042152],[0.66807193],[0.00386665]
[1.19409265e-05],[0.93120661],[0.01571273],[0.10507117],[0.00193381],[0.00558496],[0.02536743],[0.02326081],[0.02383058],[0.07765064]
[0.04474037],[0.00075511],[0.06125829],[0.04953094],[0.07979338],[0.06420867],[0.00190797],[0.00097224],[0.13983447],[0.00163395]
[0.76663773],[0.00048746],[0.05711917],[0.01940236],[0.00010311],[0.01345031],[0.01736536],[0.03529111],[0.00018798],[0.00074916]
[0.00672374],[0.00259253],[0.00194243],[0.75652229],[0.00147251],[0.28978698],[0.00043088],[0.00439058],[0.11987953],[0.04322032]
[0.94028864],[3.66371986e-05],[0.03225474],[0.00352147],[0.00087518],[0.01899878],[0.00688721],[0.01245629],[0.00271571],[0.00044041]
[4.79682695e-05],[0.95719164],[0.00937801],[0.05864877],[0.00083829],[0.0298608],[0.01809787],[0.02759145],[0.0139971],[0.03797412]
[0.00031149],[0.00150321],[0.00655685],[0.00061922],[0.01988158],[0.00101721],[0.00173061],[0.04499021],[0.09684332],[0.94574601]
[7.5504627e-05],[0.00294838],[0.01643034],[0.00213211],[0.02475788],[0.00084425],[0.00097564],[0.14059031],[0.07633144],[0.9043003]
[0.00130118],[0.00027601],[0.00616588],[0.00035441],[0.80408088],[0.01501259],[0.01887309],[0.02523681],[0.03793272],[0.24621738]
[9.08903117e-05],[0.95514805],[0.03940554],[0.05121178],[0.00060937],[0.00384439],[0.03297135],[0.01998301],[0.02467633],[0.01093604]
[0.00141592],[0.00371747],[0.00679777],[0.00818661],[0.00267536],[0.01580544],[0.00279414],[0.02368438],[0.76428351],[0.15627758]
[0.00401266],[0.00218956],[0.97538953],[0.00649361],[0.00221831],[0.00358895],[0.01218803],[0.00252998],[0.13198363],[0.00057197]
[7.527112e-05],[0.92705601],[0.02757726],[0.06160932],[0.00139828],[0.01384719],[0.01404078],[0.0290404],[0.00625156],[0.02659921]
[0.00185336],[0.10580772],[0.90512002],[0.03385418],[0.00323411],[0.00114605],[0.04258096],[0.00100296],[0.12504036],[0.00047562]
[0.00041521],[0.00112518],[0.00136047],[0.00036346],[0.05910523],[0.00097171],[0.0123544],[0.01551554],[0.0638438],[0.97214852]
[0.00087071],[0.04403139],[0.13362615],[0.03090158],[0.00096162],[0.00161351],[0.00021806],[0.59022506],[0.01349214],[0.02797004]
[0.03383643],[0.00712846],[0.00138604],[0.01045223],[0.02916138],[0.8517739],[0.00069423],[0.09958971],[0.00758679],[0.00135467]
[0.00264557],[0.00023603],[0.01116653],[0.00032428],[0.05107724],[0.00275239],[0.00783214],[0.07285994],[0.01337585],[0.92216242]
[0.00231771],[0.00307172],[0.98028177],[0.02301084],[0.00468979],[0.00177134],[0.02277764],[0.006102],[0.01345409],[0.00047562]
[0.0019125],[0.00673131],[0.04346102],[0.00051537],[0.01280633],[0.03455462],[0.95217255],[0.00027022],[0.03409563],[0.01330408]
[0.00164235],[0.00327464],[0.00173207],[0.0176824],[0.94297313],[0.00218899],[0.00873378],[0.02948038],[0.00158121],[0.05873057]
[0.00019895],[0.92711014],[0.01167918],[0.01714629],[0.0009087],[0.0162874],[0.06631775],[0.0081372],[0.07445443],[0.01157953]
[0.00499424],[0.00178293],[0.00223941],[0.00644938],[0.08385572],[0.65455618],[0.14569334],[0.00079143],[0.03043765],[0.00259632]
[9.43354618e-05],[0.05600983],[0.00035413],[0.012569],[0.66968352],[0.24629809],[0.03176282],[0.00056844],[0.00629843],[0.08970011]
[0.0845012],[0.00498937],[0.61957298],[0.25982465],[0.00052271],[0.140865],[0.02300451],[0.00039182],[0.01644588],[5.48365592e-05]
[0.00072931],[0.00036379],[0.00560484],[0.00025014],[0.04136479],[0.00427257],[0.00540958],[0.1704929],[0.02159133],[0.93409902]
[0.00192327],[0.00757828],[0.97008445],[0.00216602],[0.03364963],[0.00058679],[0.11283161],[0.0009748],[0.01646024],[0.01865689]
[0.91514828],[6.3552697e-05],[0.02620562],[0.00363419],[0.0006105],[0.15553639],[0.00299791],[0.00165003],[0.04832534],[0.00347807]
[0.00063757],[0.00337477],[0.0001813],[0.03948793],[0.92173858],[0.05949357],[0.01938933],[0.00499246],[0.0032412],[0.16381237]
[0.97598826],[9.00101133e-05],[0.0355857],[0.00325073],[0.00042945],[0.02449961],[0.00451202],[0.00504698],[0.00227932],[0.00033788]
[0.8812052],[0.0003373],[0.04654764],[0.01254042],[0.00014487],[0.08754597],[0.0067476],[0.01984313],[0.00056114],[0.00010336]
[0.01608812],[0.00441336],[0.94695688],[0.04188545],[0.00207553],[0.02356864],[0.01738716],[0.00053392],[0.03580354],[0.0004356]
[0.00648938],[0.03228908],[0.02663687],[0.26246136],[0.0010109],[0.07363233],[0.00022122],[0.00525168],[0.64489955],[0.00140849]
[0.00142116],[0.20371866],[0.00999573],[0.00173343],[0.03298784],[0.03027552],[0.459515],[0.0039954],[0.01024181],[0.01621188]
[0.0001123],[0.01222212],[0.53151621],[0.00798941],[0.0135119],[0.00083785],[0.00298485],[0.70495127],[0.01162594],[0.02149693]
[2.41616921e-05],[0.97575768],[0.01716949],[0.03213996],[0.00100697],[0.02887855],[0.04922711],[0.01289761],[0.01677904],[0.02981218]
[0.00187722],[0.0027884],[0.70071461],[0.00480614],[0.00924882],[0.00363222],[0.00618518],[0.08586563],[0.0191294],[0.01660444]
[9.84266703e-05],[0.01226002],[0.00064889],[0.01564454],[0.79084246],[0.02385815],[0.00600074],[0.01321456],[0.02125346],[0.14554662]
[0.68687685],[0.00038832],[0.12781702],[0.00697227],[0.00187919],[0.44979475],[0.00048203],[0.00202687],[0.02470977],[6.75852448e-05]
[0.00147096],[0.02494623],[0.97576179],[0.03184333],[0.00107516],[0.00225912],[0.02335251],[0.00178476],[0.0325326],[0.00093757]
[9.60436924e-05],[0.01744579],[0.08277838],[0.0019557],[0.01739521],[0.00154038],[0.00084414],[0.36097631],[0.06232801],[0.25788534]
[0.00023454],[0.01068379],[0.00552804],[0.00057605],[0.97264366],[0.04396841],[0.00984009],[0.00662233],[0.14920191],[0.01154507]
[0.00653928],[0.00805415],[0.01022547],[0.67895186],[0.00104701],[0.14587047],[0.00444363],[0.00409759],[0.01086873],[0.00252192]
[0.01240132],[0.01545195],[0.02970267],[0.90342925],[0.01940319],[0.03097577],[0.00153212],[0.00317445],[0.00926968],[0.0003685]
[0.97495451],[1.84334084e-05],[0.101853],[0.00199229],[0.00071747],[0.00835024],[0.0167793],[0.00622451],[0.00408804],[0.00044884]
[0.92144437],[2.01989167e-05],[0.02241669],[0.00049063],[0.00161852],[0.05903505],[0.04650241],[0.00179825],[0.00955717],[0.00194619]
[0.00485135],[0.00092681],[0.00111583],[0.01572282],[0.11557536],[0.82870397],[0.00905318],[0.00087499],[0.00976054],[0.00497221]
[2.45977774e-05],[0.96372822],[0.01714762],[0.06898796],[0.00095323],[0.0183276],[0.03130157],[0.01369773],[0.02243736],[0.02783713]
[0.0024878],[0.00040642],[0.01982402],[0.00014666],[0.04448365],[0.00027076],[0.01015486],[0.09282796],[0.03861258],[0.86714775]
[0.01424677],[0.01459244],[0.001342],[0.00066098],[0.02613894],[0.12751719],[0.93888039],[7.20094151e-05],[0.05942569],[0.02020092]
[0.00363802],[0.07900782],[0.00043465],[0.00392455],[0.23764965],[0.89328712],[0.01080422],[0.00302427],[0.17607118],[0.00153098]
[0.23671551],[0.00137377],[0.40701632],[0.19717423],[0.02457144],[0.00187871],[0.01211753],[0.00259326],[0.00152959],[7.91716504e-05]
[0.02951997],[0.0033344],[0.00410523],[0.00273948],[0.13419821],[0.69907696],[0.05931064],[9.43108099e-05],[0.08477058],[0.00113824]
[0.00016462],[0.44496162],[0.00337481],[0.04407425],[0.00065628],[0.02692976],[0.00061175],[0.43153895],[0.05461168],[0.11152754]
[0.00269708],[0.05420759],[0.04334544],[0.03072099],[0.00014621],[0.00340824],[0.00010382],[0.70770373],[0.04498459],[0.01099462]
[0.00021339],[0.00508773],[8.32387369e-05],[0.05458032],[0.03811573],[0.06877009],[0.00369516],[0.02111678],[0.01789985],[0.6979942]
[0.01102595],[0.04632582],[0.00677866],[0.9538085],[0.00502425],[0.0347603],[0.00014992],[0.02814705],[0.01373702],[0.0003543]
[0.26285798],[0.0002426],[0.03040358],[0.00256348],[0.00137792],[0.08616974],[0.01000224],[0.00889752],[0.0082759],[0.004533]
[0.00385095],[0.00093444],[0.03295989],[8.3913501e-05],[0.35009103],[0.00390763],[0.04432735],[0.03345632],[0.13890324],[0.42089107]
[0.00951783],[0.01885246],[0.82314834],[0.01219232],[0.00052595],[0.04566451],[0.18613229],[0.00026478],[0.08580503],[0.00795932]
[0.96675676],[4.67478727e-05],[0.00916345],[0.00055735],[0.00238421],[0.05293356],[0.00867267],[0.00682043],[0.0073555],[0.00025816]
[0.00039488],[0.05178231],[0.02160669],[0.00093822],[0.00157472],[0.0025025],[0.00053372],[0.91907107],[0.0175984],[0.0841582]
[2.18789288e-05],[0.93921039],[0.03060139],[0.11609932],[0.00168534],[0.00422153],[0.01914033],[0.02089075],[0.01936205],[0.03498818]
[3.48028636e-05],[0.93706635],[0.01638288],[0.0809113],[0.00141312],[0.00993791],[0.02139697],[0.02074117],[0.01486005],[0.03655422]
[0.00225377],[0.1411982],[0.86869776],[0.01995715],[0.00477456],[0.00136403],[0.00415218],[0.01046941],[0.05156222],[0.00017353]
[3.73828368e-05],[0.96215304],[0.01994923],[0.08970823],[0.00222357],[0.00270347],[0.01350844],[0.04511615],[0.0090101],[0.02878416]
[0.04174056],[0.00244413],[0.00664308],[0.022345],[0.12615185],[0.90427131],[0.00147562],[0.00077514],[0.27125958],[4.10863627e-05]
[0.01043973],[0.01159924],[0.00630739],[0.96423057],[0.01482224],[0.03266925],[0.00016776],[0.02332374],[0.00265772],[0.00035986]
[0.00958628],[0.05024682],[0.24568343],[0.64479417],[0.00240328],[0.00680937],[0.00109624],[0.00595695],[0.03481701],[0.00034872]
[0.00048939],[0.00089543],[0.03828779],[0.0022885],[0.45096232],[0.0030007],[0.00250452],[0.01647182],[0.05119718],[0.61905737]
[0.00791765],[0.00228673],[0.01653063],[0.27521876],[0.00359951],[0.00262288],[8.22303978e-05],[0.98845633],[0.00062136],[0.0180569]
[0.32603217],[0.00027842],[0.00707024],[0.07439064],[0.00450574],[0.0847801],[0.00059455],[0.00080417],[0.49462691],[0.0115882]
[0.00756909],[0.00113914],[0.19657491],[6.23912761e-05],[0.0188211],[0.01391503],[0.89121562],[0.00072931],[0.0076895],[0.00416337]
[0.00486289],[0.03693739],[0.02168676],[0.44897387],[5.84308319e-05],[0.21517081],[0.05734966],[0.01131841],[0.00102529],[0.00407692]
[0.00049744],[0.00850764],[0.00691771],[0.00378645],[0.42451923],[0.00644854],[0.08923919],[0.08654293],[0.0016156],[0.01320196]
[4.23714133e-05],[0.9680168],[0.01107611],[0.04228505],[0.0006696],[0.02093005],[0.02868021],[0.02056065],[0.02410578],[0.03392186]
[0.09926474],[0.00833877],[0.00398787],[0.72834093],[0.00086044],[0.21879088],[0.00067677],[0.00312778],[0.00476756],[0.00019296]
[0.00647554],[0.01324932],[0.00241847],[0.00706103],[0.00647865],[0.67636683],[0.08926653],[0.00022584],[0.41307468],[0.00310231]
[1.99983352e-05],[0.92443256],[0.01677293],[0.15024074],[0.00132786],[0.00592521],[0.01103467],[0.03680402],[0.0260848],[0.07488374]
